review,aspect_category,sentiment
Just want to warn you all - don't waste your time and money.,RESTAURANT#GENERAL,negative
"This place has totally weird decor, stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional...",AMBIENCE#GENERAL,negative
"This place has totally weird decor, stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional...",AMBIENCE#GENERAL,negative
This place is not inviting and the food is totally weird.,AMBIENCE#GENERAL,negative
This place is not inviting and the food is totally weird.,FOOD#QUALITY,negative
The concept of japanese tapas is newly created and clearly doesn't work.,FOOD#STYLE_OPTIONS,negative
"The food they serve is not comforting, not appetizing and uncooked.",FOOD#QUALITY,negative
Go to japanese sushi place or Spanish tapas place - this creation in Williamsburg is a misstake.,,
Good Food,FOOD#QUALITY,positive
I went here with my boyfriend for our anniversary.,,
"The food was great and tasty, but the sitting space was too small, I don't like being cramp in a corner.",FOOD#QUALITY,positive
"The food was great and tasty, but the sitting space was too small, I don't like being cramp in a corner.",AMBIENCE#GENERAL,negative
Over all it was a very nice romantic place .,RESTAURANT#GENERAL,positive
Over all it was a very nice romantic place .,AMBIENCE#GENERAL,positive
I would recommend to ask for a bigger sitting area when you make a reservation (if possible),,
Loved it,RESTAURANT#GENERAL,positive
A coworker and I tried Pacifico after work a few Fridays and loved it.,RESTAURANT#GENERAL,positive
The atmosphere was great.,AMBIENCE#GENERAL,positive
"The food we ordered was excellent, although I wouldn't say the margaritas were anything to write home about.",FOOD#QUALITY,positive
"The food we ordered was excellent, although I wouldn't say the margaritas were anything to write home about.",DRINKS#QUALITY,neutral
"Our waitress wasn't mean, but not especially warm or attentive either.",SERVICE#GENERAL,neutral
"I must say I am surprised by the bad reviews of the restaurant earlier in the year, though.",RESTAURANT#GENERAL,positive
Maybe it has improved since then?,,
"Regardless, we'll be back and can't wait to visit in the summer to take advantage of the patio.",AMBIENCE#GENERAL,positive
"Regardless, we'll be back and can't wait to visit in the summer to take advantage of the patio.",RESTAURANT#GENERAL,positive
Dumbfoundingly Poor,RESTAURANT#GENERAL,negative
"This was, from start to finish, a mind-bogglingly uncomfortable experience.",RESTAURANT#GENERAL,negative
Lexicographers take note: a new and fascinating definition of rudeness is alive and flourishing right here in Brooklyn.,SERVICE#GENERAL,negative
The servers at Flatbush Farm appear to have perfected that ghastly technique of making you feel guilty and ashamed for deigning to attract their attention.,SERVICE#GENERAL,negative
Polite acknowledgement is out;,SERVICE#GENERAL,negative
supercilious scorn is in.,SERVICE#GENERAL,negative
"And how many times can you pick up the same perfectly aligned set of napkins, inspect them vapidly and plonk them down in exactly the same place instead of venturing a glance at people who are there to help you make the rent?",SERVICE#GENERAL,negative
"A different server enhanced the fun, dumping our entrees in front of us halfway through our appetizer (which was delicious).",SERVICE#GENERAL,negative
"A different server enhanced the fun, dumping our entrees in front of us halfway through our appetizer (which was delicious).",FOOD#QUALITY,positive
"Overall the food quality was pretty good, though I hear the salmon is much better when it hasn't sat cooling in front of the guest.",FOOD#QUALITY,positive
"Overall the food quality was pretty good, though I hear the salmon is much better when it hasn't sat cooling in front of the guest.",SERVICE#GENERAL,negative
"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)",AMBIENCE#GENERAL,positive
"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)",AMBIENCE#GENERAL,positive
"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)",DRINKS#STYLE_OPTIONS,positive
"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)",SERVICE#GENERAL,negative
"At $120 for two people, however, this in no way represents value, unless you're looking to pay by the hour for passive-aggressive torture.",RESTAURANT#PRICES,negative
"At $120 for two people, however, this in no way represents value, unless you're looking to pay by the hour for passive-aggressive torture.",RESTAURANT#GENERAL,negative
"At $120 for two people, however, this in no way represents value, unless you're looking to pay by the hour for passive-aggressive torture.",SERVICE#GENERAL,negative
"On that scale, it's a world-beater.",RESTAURANT#GENERAL,negative
How is this palce still open?,RESTAURANT#GENERAL,negative
I honestly don't even know where to begin.,RESTAURANT#GENERAL,negative
"My boyfriend and I are avid restaurant goers, and we are always on the lookout for new places and our friend had recommended Flatbush Farms.",,
"We arrived and were seated immediately, which made us both happy.",SERVICE#GENERAL,positive
"We ordered our appetizers, I ordered the chicken and my boyfriend the salmon.",,
Everything was going good until we got our meals.,RESTAURANT#GENERAL,positive
Everything was going good until we got our meals.,FOOD#QUALITY,negative
I took one look at the chicken and I was appalled.,FOOD#STYLE_OPTIONS,negative
"It was served with skin, over a bed of extremely undercooked spinach and mashed potatoes.",FOOD#STYLE_OPTIONS,negative
"It was served with skin, over a bed of extremely undercooked spinach and mashed potatoes.",FOOD#QUALITY,negative
"My boyfriend asked me if I wanted to switch and eat his salmon instead, while he de-skinned the chicken so that I could enjoy the white meat.",,
"I took one bite from the $24 salmon, and I have never, in the 17 years I have been going to restaurants tasted salmon as fishy, as dry, and as bland as the one in Flatbush Farms.",FOOD#QUALITY,negative
"I took one bite from the $24 salmon, and I have never, in the 17 years I have been going to restaurants tasted salmon as fishy, as dry, and as bland as the one in Flatbush Farms.",FOOD#PRICES,negative
"At this point, the waitress comes over and asks us if everything was okay, I was literally so shocked that I was speechless and didn't say anything, and guess what, the waitress WALKED away.",SERVICE#GENERAL,negative
"So, I switch with my boyfriend again to see if maybe I could stomach the meat and spinach again, but the spinach was so undercooked that I just could not bite through it.",FOOD#QUALITY,negative
I couldn't even enjoy the mashed potatoes because it was hidden completely under the chicken and spinach.,FOOD#STYLE_OPTIONS,negative
I've had better chicken at BBQs!!!!,,
So I decide to report back to the waitress because it was completely inedible.,FOOD#QUALITY,negative
"Guess what, I waited for TWENTY minutes before she came over and when she finally did, she says, ""oh well, I wish you would have said something earlier"" No apology, nothing.",SERVICE#GENERAL,negative
"After that she simply took our plates, walked away, came back another TWENTY minutes later with the bill and the chicken on it!!!!!!!!!!!!",SERVICE#GENERAL,negative
"No desert menu, no apology, nothing!!!!!!",SERVICE#GENERAL,negative
"I was literally going to explode, but instead, my boyfriend took the bill and went to find the manager.",,
"This is where it really really gets bad: the manager said, there is absolutely nothing we can do, it's a matter of taste that she didn't like it, and I cannot comp it.",SERVICE#GENERAL,negative
"Again, no apology, no is there anything else I can get you, no can I get you a drink to make up for it, nothing!!!!",SERVICE#GENERAL,negative
We refused to pay for it because at this point it had nothing to do with the food anymore.,,
The level of rudeness was preposterous.,SERVICE#GENERAL,negative
"The manager came to the table and said we can do what we want, so we paid for what we did enjoy, the drinks and appetizers, and walked out.",SERVICE#GENERAL,negative
"The manager came to the table and said we can do what we want, so we paid for what we did enjoy, the drinks and appetizers, and walked out.",DRINKS#QUALITY,positive
"The manager came to the table and said we can do what we want, so we paid for what we did enjoy, the drinks and appetizers, and walked out.",FOOD#QUALITY,positive
I HAVE NEVER EVER HAD SUCH AN UNPLEASANT EXPERIENCE.,RESTAURANT#GENERAL,negative
THIS STAFF SHOULD BE FIRED.,SERVICE#GENERAL,negative
cirspy crust margherita pizza,FOOD#QUALITY,positive
we have been there 3 times since last week we alked it by chance first day the manager offerd us the margherita pizza adn we said yes.,,
