ReviewTitle,ReviewBody,ReviewStar,Product
"Good..
","The product is good for the price i paid 999.but i have a doubt whether its an original boat earphones.cuz the brand mark is nowhere engraved.just printed on the band.and its a long than expected..And Guys the battery backup is just 2-2.5hrs
",4,boAt Rockerz 255
"Average product
","It's noise cancellation isn't very effective. U need to speak loudly for other party to hear your voice. Also, battery goes straight from 100 to 80% and theb to 60% in no time. After this just gives 3-4 warning within 5minutes of play and it'll go off. 60% battery means, it should hold at least for 30-40 mins but it doesn't. Good in terms of bass and sound quality. Overall it's an average product with lots of advertisement and marketing.
",3,boAt Rockerz 255
"Bass!!
","I like the whole package(build quality, packaging, earbuds ,light weight, super comfy) the battery is good..it's all comes to the sound quality....for a Rs1200-1500 earphone it's too low....it's all bass...nothing but bass...nobody wants that much bass..used loads of other earphones..sound is too bassy...otherwise descent product
",5,boAt Rockerz 255
"Honest Review for those who have decided ""Jo bhi ho jaye yahi earphone lena hai""
","The product is super but it is not robust. The earphones does not last long. I bought it on Sep 2018 and replaced it since one earpiece was not working within 4 months of purchase. The customer support is excellent but it takes 20 days time for the overall process. Again after 9 months of puchase, one piece is again not working. Sound quality is awesome. One cons is there that while calling, the other person recieves the sound too loudly any it irritates the receiver.
",4,boAt Rockerz 255
"Sound quality not that great. Functionaly good
","The sound quality takes a big hit. I play have a lot that requires me to listen to audio ques, and I enjoy listening to music. Both of them were affected by the use of these. Also the ear plugs were slightly large and the rubber stiff enough to hurt my ears after continuous use
",3,boAt Rockerz 255
"Best budget bluetooth earphones
","It is one of the best Bluetooth based wireless earphones currently available in the market. The battery backup usually lasts up to 8 hours of continuous music listening. Since it is in-ear design, hence noise cancellation is good, however, it lacks active noise cancellation, which I am sure is not present in any product of a similar cost.Overall, it is a must buy and good to have.
",5,boAt Rockerz 255
"Almost fine in all aspects except fitting over neck while riding two wheelers
","I am totally satisfied with the sound quality, durability, noise cancellation mic and finally battery was awesome but as a bike rider I am not going to suggest this one as it doesn't fitting to our neck when we ride two wheeler.When we r driving the band behind the neck  is going back for air which is totally uncomfortable for user and pilon on the bike.For my Samsung galaxy MAX through this bluetooth headphones i can't use Google assistant as I not supporting for my device, I am not sure this problem is for everyone or not
",4,boAt Rockerz 255
"Not durable, average sound quality
","Sound quality is not so good and not so bad, I'd say average. Bass is good but not so strong with treble. But the main problem is the durability. In 3 months, battery started draining in an just an hour long usage and also phone calls stopped working. This is the second time I'm having a terrible experience with BOAT earphones, earlier with a different model. I'm really starting to think if they're worth it because of this durability concerns.
",2,boAt Rockerz 255
"Worth for the Price
","Merits:-1. Been using it for last 2 weeks. The earphone's sound and the bass is mindblowing.2. Once if u fix the earphone into the ear you can't hear anything from outside even without playing songs.3. About the charging, they have mentioned 6hrs standby but it will be upto 7 to 9 hrs also if you are  using it continually.4. Sweat proof is also awesome,  Very flexible,  weightless. Demerit:-1. Ear buds are not perfectly fit but u can enjoy enjoy the music.
",4,boAt Rockerz 255
"Stopped working within 12 days of Purchase
","Hi, I bought this on 5th Feb and it stopped working on 16 Feb 2019. I am chasing people to at least get the item replaced but not sure if they will help on this. On 16th Morning, it neither switches on nor it charges when trying to charge.Very bad to see 2000 rs going in vain.Mohit
",1,boAt Rockerz 255
